年份,轮次,处理,Block,重复,干重(g)
2017,第四轮牧后,重牧（12天）,G13,1,66.49
2017,第四轮牧后,重牧（12天）,G13,1,2.61
2017,第四轮牧后,重牧（12天）,G13,1,
2017,第四轮牧后,重牧（12天）,G13,1,
2017,第四轮牧后,重牧（12天）,G13,2,87.66
2017,第四轮牧后,重牧（12天）,G13,2,1.01
2017,第四轮牧后,重牧（12天）,G13,2,0.24
2017,第四轮牧后,重牧（12天）,G13,2,1.8
2017,第四轮牧后,重牧（12天）,G13,2,0.23
2017,第四轮牧后,重牧（12天）,G13,3,103.52
2017,第四轮牧后,重牧（12天）,G13,3,0.4
2017,第四轮牧后,重牧（12天）,G13,3,1.67
2017,第四轮牧后,重牧（12天）,G13,4,129.97
2017,第四轮牧后,重牧（12天）,G13,4,0.94
2017,第四轮牧后,重牧（12天）,G13,4,1.26
2017,第四轮牧后,重牧（12天）,G13,4,0.13
2017,第四轮牧后,重牧（12天）,G13,4,
2017,第四轮牧后,重牧（12天）,G13,5,129.54
2017,第四轮牧后,重牧（12天）,G13,5,1.53
2017,第四轮牧后,重牧（12天）,G13,5,0.92
2017,第四轮牧后,重牧（12天）,G13,5,
2017,第四轮牧后,重牧（12天）,G20,1,90.14
2017,第四轮牧后,重牧（12天）,G20,1,0.91
2017,第四轮牧后,重牧（12天）,G20,1,0.13
2017,第四轮牧后,重牧（12天）,G20,1,0.89
2017,第四轮牧后,重牧（12天）,G20,1,
2017,第四轮牧后,重牧（12天）,G20,1,
2017,第四轮牧后,重牧（12天）,G20,1,
2017,第四轮牧后,重牧（12天）,G20,2,99.14
2017,第四轮牧后,重牧（12天）,G20,2,1.47
2017,第四轮牧后,重牧（12天）,G20,2,0.66
2017,第四轮牧后,重牧（12天）,G20,3,79.46
2017,第四轮牧后,重牧（12天）,G20,3,3.46
2017,第四轮牧后,重牧（12天）,G20,3,0.07
2017,第四轮牧后,重牧（12天）,G20,4,132.79
2017,第四轮牧后,重牧（12天）,G20,4,0.17
2017,第四轮牧后,重牧（12天）,G20,4,0.16
2017,第四轮牧后,重牧（12天）,G20,5,118.23
2017,第四轮牧后,重牧（12天）,G20,5,5.47
2017,第四轮牧后,重牧（12天）,G20,5,0.14
2017,第四轮牧后,重牧（12天）,G20,5,1.12
2017,第四轮牧后,无牧（0天）,G17,1,11.26
2017,第四轮牧后,无牧（0天）,G17,1,87.67
2017,第四轮牧后,无牧（0天）,G17,1,5.77
2017,第四轮牧后,无牧（0天）,G17,1,10.25
2017,第四轮牧后,无牧（0天）,G17,2,42.08
2017,第四轮牧后,无牧（0天）,G17,2,28.65
2017,第四轮牧后,无牧（0天）,G17,2,17.66
2017,第四轮牧后,无牧（0天）,G17,2,13.59
2017,第四轮牧后,无牧（0天）,G17,2,0.87
2017,第四轮牧后,无牧（0天）,G17,3,30.59
2017,第四轮牧后,无牧（0天）,G17,3,61.48
2017,第四轮牧后,无牧（0天）,G17,3,1.19
2017,第四轮牧后,无牧（0天）,G17,3,0.62
2017,第四轮牧后,无牧（0天）,G17,3,10.98
2017,第四轮牧后,无牧（0天）,G17,3,0.72
2017,第四轮牧后,无牧（0天）,G17,3,3.1
2017,第四轮牧后,无牧（0天）,G17,4,51.14
2017,第四轮牧后,无牧（0天）,G17,4,87.97
2017,第四轮牧后,无牧（0天）,G17,4,1.66
2017,第四轮牧后,无牧（0天）,G17,4,0.51
2017,第四轮牧后,无牧（0天）,G17,5,61.77
2017,第四轮牧后,无牧（0天）,G17,5,58.07
2017,第四轮牧后,无牧（0天）,G17,5,3.81
2017,第四轮牧后,无牧（0天）,G17,5,5.39
2017,第四轮牧后,无牧（0天）,G19,1,3.75
2017,第四轮牧后,无牧（0天）,G19,1,94.04
2017,第四轮牧后,无牧（0天）,G19,1,9.59
2017,第四轮牧后,无牧（0天）,G19,1,3.96
2017,第四轮牧后,无牧（0天）,G19,1,9.92
2017,第四轮牧后,无牧（0天）,G19,1,2.03
2017,第四轮牧后,无牧（0天）,G19,2,3.84
2017,第四轮牧后,无牧（0天）,G19,2,95.06
2017,第四轮牧后,无牧（0天）,G19,2,16.23
2017,第四轮牧后,无牧（0天）,G19,2,4.75
2017,第四轮牧后,无牧（0天）,G19,2,0.18
2017,第四轮牧后,无牧（0天）,G19,2,0.68
2017,第四轮牧后,无牧（0天）,G19,3,5.56
2017,第四轮牧后,无牧（0天）,G19,3,100.74
2017,第四轮牧后,无牧（0天）,G19,3,3.98
2017,第四轮牧后,无牧（0天）,G19,3,1.21
2017,第四轮牧后,无牧（0天）,G19,3,2.33
2017,第四轮牧后,无牧（0天）,G19,3,0.62
2017,第四轮牧后,无牧（0天）,G19,3,0.05
2017,第四轮牧后,无牧（0天）,G19,3,2.11
2017,第四轮牧后,无牧（0天）,G19,4,36.62
2017,第四轮牧后,无牧（0天）,G19,4,83.69
2017,第四轮牧后,无牧（0天）,G19,4,4.99
2017,第四轮牧后,无牧（0天）,G19,4,20.69
2017,第四轮牧后,无牧（0天）,G19,5,13.75
2017,第四轮牧后,无牧（0天）,G19,5,99.45
2017,第四轮牧后,无牧（0天）,G19,5,9.35
2017,第四轮牧后,无牧（0天）,G19,5,8.92
2017,第四轮牧后,无牧（0天）,G19,5,2.49
2017,第四轮牧后,无牧（0天）,G21,1,3.12
2017,第四轮牧后,无牧（0天）,G21,1,120.95
2017,第四轮牧后,无牧（0天）,G21,1,19.7
2017,第四轮牧后,无牧（0天）,G21,1,8.24
2017,第四轮牧后,无牧（0天）,G21,2,15.62
2017,第四轮牧后,无牧（0天）,G21,2,15.72
2017,第四轮牧后,无牧（0天）,G21,2,26.45
2017,第四轮牧后,无牧（0天）,G21,2,5.21
2017,第四轮牧后,无牧（0天）,G21,2,35.64
2017,第四轮牧后,无牧（0天）,G21,3,6.79
2017,第四轮牧后,无牧（0天）,G21,3,95.94
2017,第四轮牧后,无牧（0天）,G21,3,4.74
2017,第四轮牧后,无牧（0天）,G21,3,4.58
2017,第四轮牧后,无牧（0天）,G21,3,
2017,第四轮牧后,无牧（0天）,G21,4,16.66
2017,第四轮牧后,无牧（0天）,G21,4,67.32
2017,第四轮牧后,无牧（0天）,G21,4,12.94
2017,第四轮牧后,无牧（0天）,G21,4,3.21
2017,第四轮牧后,无牧（0天）,G21,4,
2017,第四轮牧后,无牧（0天）,G21,5,4.43
2017,第四轮牧后,无牧（0天）,G21,5,71.62
2017,第四轮牧后,无牧（0天）,G21,5,16.93
2017,第四轮牧后,无牧（0天）,G21,5,0.54
2017,第四轮牧后,无牧（0天）,G21,5,20.51
2017,第四轮牧后,无牧（0天）,G21,5,0.35
2017,第四轮牧后,无牧（0天）,G21,5,0.13
2017,第四轮牧后,无牧（0天）,G21,5,0.26
2016,牧前,轻牧（3天）,G6,1,43.02
2016,牧前,轻牧（3天）,G6,1,14.91
2016,牧前,轻牧（3天）,G6,1,0.5
2016,牧前,轻牧（3天）,G6,1,2.62
2016,牧前,轻牧（3天）,G6,1,0.38
2016,牧前,轻牧（3天）,G6,1,
2016,牧前,轻牧（3天）,G6,2,52.38
2016,牧前,轻牧（3天）,G6,2,14.37
2016,牧前,轻牧（3天）,G6,2,0.71
2016,牧前,轻牧（3天）,G6,2,3.34
2016,牧前,轻牧（3天）,G6,4,43.23
2016,牧前,轻牧（3天）,G6,4,22.29
2016,牧前,轻牧（3天）,G6,4,1.18
2016,牧前,轻牧（3天）,G6,4,3.44
2016,牧前,轻牧（3天）,G6,5,20.72
2016,牧前,轻牧（3天）,G6,5,11.95
2016,牧前,轻牧（3天）,G6,5,5.21
2016,牧前,轻牧（3天）,G6,5,6.08
2016,牧前,轻牧（3天）,G6,5,9.33
2016,牧前,轻牧（3天）,G6,5,0.69
2016,牧前,轻牧（3天）,G6,5,
2016,牧前,轻牧（3天）,G6,5,0.28
2016,牧前,轻牧（3天）,G12,1,17.85
2016,牧前,轻牧（3天）,G12,1,58.06
2016,牧前,轻牧（3天）,G12,1,0.27
2016,牧前,轻牧（3天）,G12,1,16.42
2016,牧前,轻牧（3天）,G12,1,
2016,牧前,轻牧（3天）,G12,1,0.49
2016,牧前,轻牧（3天）,G12,2,9.36
2016,牧前,轻牧（3天）,G12,2,68.82
2016,牧前,轻牧（3天）,G12,2,0.82
2016,牧前,轻牧（3天）,G12,2,4.06
2016,牧前,轻牧（3天）,G12,2,0.11
2016,牧前,轻牧（3天）,G12,2,0.12
2016,牧前,轻牧（3天）,G12,3,27.34
2016,牧前,轻牧（3天）,G12,3,41.63
2016,牧前,轻牧（3天）,G12,3,11.69
2016,牧前,轻牧（3天）,G12,3,10.81
2016,牧前,轻牧（3天）,G12,4,28.67
2016,牧前,轻牧（3天）,G12,4,43.29
2016,牧前,轻牧（3天）,G12,4,1.07
2016,牧前,轻牧（3天）,G12,4,5.68
2016,牧前,轻牧（3天）,G12,5,55.23
2016,牧前,轻牧（3天）,G12,5,10.9
2016,牧前,轻牧（3天）,G12,5,0.81
2016,牧前,轻牧（3天）,G12,5,3.25
2016,牧前,轻牧（3天）,G12,5,3.71
2016,牧前,轻牧（3天）,G18,1,7.76
2016,牧前,轻牧（3天）,G18,1,68.33
2016,牧前,轻牧（3天）,G18,1,2.64
2016,牧前,轻牧（3天）,G18,1,2.09
2016,牧前,轻牧（3天）,G18,1,1.25
2016,牧前,轻牧（3天）,G18,1,0.19
2016,牧前,轻牧（3天）,G18,2,6.67
2016,牧前,轻牧（3天）,G18,2,57.24
2016,牧前,轻牧（3天）,G18,2,1.17
2016,牧前,轻牧（3天）,G18,2,0.24
2016,牧前,轻牧（3天）,G18,2,0.07
2016,牧前,轻牧（3天）,G18,2,0.5
2016,牧前,轻牧（3天）,G18,2,0.11
2016,牧前,轻牧（3天）,G18,3,27.18
2016,牧前,轻牧（3天）,G18,3,40.57
2016,牧前,轻牧（3天）,G18,3,1.5
2016,牧前,轻牧（3天）,G18,3,6.99
2016,牧前,轻牧（3天）,G18,3,0.05
2016,牧前,轻牧（3天）,G18,3,0.34
2016,牧前,轻牧（3天）,G18,3,0.31
2016,牧前,轻牧（3天）,G18,4,22.26
2016,牧前,轻牧（3天）,G18,4,21.81
2016,牧前,轻牧（3天）,G18,4,2.58
2016,牧前,轻牧（3天）,G18,4,5.96
2016,牧前,轻牧（3天）,G18,4,3.97
2016,牧前,轻牧（3天）,G18,5,62.38
2016,牧前,轻牧（3天）,G18,5,17.13
2016,牧前,轻牧（3天）,G18,5,0.97
2016,牧前,轻牧（3天）,G18,5,7.7
2016,牧前,轻牧（3天）,G18,5,0.13
2016,牧前,中牧（6天）,G8,1,44.66
2016,牧前,中牧（6天）,G8,1,44.04
2016,牧前,中牧（6天）,G8,1,0.42
2016,牧前,中牧（6天）,G8,1,2.54
2016,牧前,中牧（6天）,G8,1,0.22
2016,牧前,中牧（6天）,G8,1,0.41
2016,牧前,中牧（6天）,G8,1,
2016,牧前,中牧（6天）,G8,2,17.96
2016,牧前,中牧（6天）,G8,2,54.25
2016,牧前,中牧（6天）,G8,2,1.26
2016,牧前,中牧（6天）,G8,2,4.72
2016,牧前,中牧（6天）,G8,2,0.25
2016,牧前,中牧（6天）,G8,2,
2016,牧前,中牧（6天）,G8,2,0.14
2016,牧前,中牧（6天）,G8,3,33.91
2016,牧前,中牧（6天）,G8,3,26.8
2016,牧前,中牧（6天）,G8,3,10.7
2016,牧前,中牧（6天）,G8,3,0.11
2016,牧前,中牧（6天）,G8,3,0.24
2016,牧前,中牧（6天）,G8,3,
2016,牧前,中牧（6天）,G8,3,0.46
2016,牧前,中牧（6天）,G8,4,32.83
2016,牧前,中牧（6天）,G8,4,34.84
2016,牧前,中牧（6天）,G8,4,0.16
2016,牧前,中牧（6天）,G8,4,4.84
2016,牧前,中牧（6天）,G8,4,0.27
2016,牧前,中牧（6天）,G8,5,13.56
2016,牧前,中牧（6天）,G8,5,42.27
2016,牧前,中牧（6天）,G8,5,0.41
2016,牧前,中牧（6天）,G8,5,9.4
2016,牧前,中牧（6天）,G8,5,1.03
2016,牧前,中牧（6天）,G8,5,0.08
2016,牧前,中牧（6天）,G8,5,0.63
2016,牧前,中牧（6天）,G11,1,64.1
2016,牧前,中牧（6天）,G11,1,2.47
2016,牧前,中牧（6天）,G11,1,0.06
2016,牧前,中牧（6天）,G11,1,3.28
2016,牧前,中牧（6天）,G11,1,0.09
2016,牧前,中牧（6天）,G11,2,54.15
2016,牧前,中牧（6天）,G11,2,8.35
2016,牧前,中牧（6天）,G11,2,0.43
2016,牧前,中牧（6天）,G11,2,4.93
2016,牧前,中牧（6天）,G11,2,
2016,牧前,中牧（6天）,G11,3,50.38
2016,牧前,中牧（6天）,G11,3,10.07
2016,牧前,中牧（6天）,G11,3,0.32
2016,牧前,中牧（6天）,G11,3,4.05
2016,牧前,中牧（6天）,G11,3,
2016,牧前,中牧（6天）,G11,3,1.05
2016,牧前,中牧（6天）,G11,4,42.43
2016,牧前,中牧（6天）,G11,4,36.95
2016,牧前,中牧（6天）,G11,4,0.47
2016,牧前,中牧（6天）,G11,4,3.21
2016,牧前,中牧（6天）,G11,5,50.35
2016,牧前,中牧（6天）,G11,5,18.71
2016,牧前,中牧（6天）,G11,5,0.4
2016,牧前,中牧（6天）,G11,5,7.38
2016,牧前,中牧（6天）,G11,5,0.15
2016,牧前,中牧（6天）,G16,1,62.44
2016,牧前,中牧（6天）,G16,1,5.33
2016,牧前,中牧（6天）,G16,1,2.74
2016,牧前,中牧（6天）,G16,1,0.9
2016,牧前,中牧（6天）,G16,1,
2016,牧前,中牧（6天）,G16,1,2.14
2016,牧前,中牧（6天）,G16,1,0.13
2016,牧前,中牧（6天）,G16,2,51.58
2016,牧前,中牧（6天）,G16,2,5.87
2016,牧前,中牧（6天）,G16,2,2.71
2016,牧前,中牧（6天）,G16,2,0.25
2016,牧前,中牧（6天）,G16,2,
2016,牧前,中牧（6天）,G16,2,
2016,牧前,中牧（6天）,G16,2,0.78
2016,牧前,中牧（6天）,G16,2,0.15
2016,牧前,中牧（6天）,G16,3,49.09
2016,牧前,中牧（6天）,G16,3,2.92
2016,牧前,中牧（6天）,G16,3,1.97
2016,牧前,中牧（6天）,G16,3,0.09
2016,牧前,中牧（6天）,G16,3,0.17
2016,牧前,中牧（6天）,G16,3,0.22
2016,牧前,中牧（6天）,G16,4,54.49
2016,牧前,中牧（6天）,G16,4,3.6
2016,牧前,中牧（6天）,G16,4,0.6
2016,牧前,中牧（6天）,G16,4,1.08
2016,牧前,中牧（6天）,G16,4,0.19
2016,牧前,中牧（6天）,G16,5,60.5
2016,牧前,中牧（6天）,G16,5,7.54
2016,牧前,中牧（6天）,G16,5,0.99
2016,牧前,中牧（6天）,G16,5,1.04
2016,牧前,中牧（6天）,G16,5,0.55
2016,牧前,重牧（12天）,G9,1,75.67
2016,牧前,重牧（12天）,G9,1,8.88
2016,牧前,重牧（12天）,G9,1,0.66
2016,牧前,重牧（12天）,G9,1,3.46
2016,牧前,重牧（12天）,G9,1,
2016,牧前,重牧（12天）,G9,2,57.92
2016,牧前,重牧（12天）,G9,2,15.09
2016,牧前,重牧（12天）,G9,2,0.76
2016,牧前,重牧（12天）,G9,2,0.34
2016,牧前,重牧（12天）,G9,2,0.2
2016,牧前,重牧（12天）,G9,2,0.02
2016,牧前,重牧（12天）,G9,2,
2016,牧前,重牧（12天）,G9,3,69.33
2016,牧前,重牧（12天）,G9,3,16.5
2016,牧前,重牧（12天）,G9,3,0.68
2016,牧前,重牧（12天）,G9,3,1.14
2016,牧前,重牧（12天）,G9,3,0.11
2016,牧前,重牧（12天）,G9,4,92.31
2016,牧前,重牧（12天）,G9,4,8.53
2016,牧前,重牧（12天）,G9,4,
2016,牧前,重牧（12天）,G9,4,2.4
2016,牧前,重牧（12天）,G9,4,0.02
2016,牧前,重牧（12天）,G9,4,
2016,牧前,重牧（12天）,G9,4,0.31
2016,牧前,重牧（12天）,G9,4,0.07
2016,牧前,重牧（12天）,G9,4,
2016,牧前,重牧（12天）,G9,5,36.28
2016,牧前,重牧（12天）,G9,5,41.95
2016,牧前,重牧（12天）,G9,5,0.32
2016,牧前,重牧（12天）,G9,5,2.99
2016,牧前,重牧（12天）,G9,5,
2016,牧前,重牧（12天）,G9,5,<0.01
2016,牧前,重牧（12天）,G13,1,70.48
2016,牧前,重牧（12天）,G13,1,11.74
2016,牧前,重牧（12天）,G13,1,0.43
2016,牧前,重牧（12天）,G13,1,6.76
2016,牧前,重牧（12天）,G13,1,0.62
2016,牧前,重牧（12天）,G13,1,8.3
2016,牧前,重牧（12天）,G13,1,
2016,牧前,重牧（12天）,G13,2,49.09
2016,牧前,重牧（12天）,G13,2,25.25
2016,牧前,重牧（12天）,G13,2,0.7
2016,牧前,重牧（12天）,G13,2,10.32
2016,牧前,重牧（12天）,G13,2,0.35
2016,牧前,重牧（12天）,G13,2,1.84
2016,牧前,重牧（12天）,G13,2,0.67
2016,牧前,重牧（12天）,G13,3,42.45
2016,牧前,重牧（12天）,G13,3,25.56
2016,牧前,重牧（12天）,G13,3,0.11
2016,牧前,重牧（12天）,G13,3,2.16
2016,牧前,重牧（12天）,G13,3,0.24
2016,牧前,重牧（12天）,G13,3,4.34
2016,牧前,重牧（12天）,G13,4,71.4
2016,牧前,重牧（12天）,G13,4,12.03
2016,牧前,重牧（12天）,G13,4,0.1
2016,牧前,重牧（12天）,G13,4,9.1
2016,牧前,重牧（12天）,G13,4,0.27
2016,牧前,重牧（12天）,G13,4,
2016,牧前,重牧（12天）,G13,5,45.9
2016,牧前,重牧（12天）,G13,5,13.5
2016,牧前,重牧（12天）,G13,5,0.69
2016,牧前,重牧（12天）,G13,5,8.53
2016,牧前,重牧（12天）,G13,5,0.11
2016,牧前,重牧（12天）,G13,5,2.11
2016,牧前,无牧（0天）,G17,1,27
2016,牧前,无牧（0天）,G17,1,16
2016,牧前,无牧（0天）,G17,1,4
2016,牧前,无牧（0天）,G17,1,2
2016,牧前,无牧（0天）,G17,1,1
2016,牧前,无牧（0天）,G17,1,0.01
2016,牧前,无牧（0天）,G17,2,35.04
2016,牧前,无牧（0天）,G17,2,15.46
2016,牧前,无牧（0天）,G17,2,4.01
2016,牧前,无牧（0天）,G17,2,3.96
2016,牧前,无牧（0天）,G17,2,0.04
2016,牧前,无牧（0天）,G17,2,0.32
2016,牧前,无牧（0天）,G17,3,41.72
2016,牧前,无牧（0天）,G17,3,19.56
2016,牧前,无牧（0天）,G17,3,3.3
2016,牧前,无牧（0天）,G17,3,7.67
2016,牧前,无牧（0天）,G17,3,0.06
2016,牧前,无牧（0天）,G17,4,34.17
2016,牧前,无牧（0天）,G17,4,14.91
2016,牧前,无牧（0天）,G17,4,4.19
2016,牧前,无牧（0天）,G17,4,3.35
2016,牧前,无牧（0天）,G17,4,0.01
2016,牧前,无牧（0天）,G17,4,4.88
2016,牧前,无牧（0天）,G17,4,0.9
2016,牧前,无牧（0天）,G17,5,22.33
2016,牧前,无牧（0天）,G17,5,18.65
2016,牧前,无牧（0天）,G17,5,5.93
2016,牧前,无牧（0天）,G17,5,0.31
2016,牧前,无牧（0天）,G17,5,6.53
2016,牧前,无牧（0天）,G17,5,0.01
2016,牧前,无牧（0天）,G19,1,12.7
2016,牧前,无牧（0天）,G19,1,24.28
2016,牧前,无牧（0天）,G19,1,2.03
2016,牧前,无牧（0天）,G19,1,0.79
2016,牧前,无牧（0天）,G19,1,4.24
2016,牧前,无牧（0天）,G19,1,2.82
2016,牧前,无牧（0天）,G19,1,0.01
2016,牧前,无牧（0天）,G19,2,19.59
2016,牧前,无牧（0天）,G19,2,12.5
2016,牧前,无牧（0天）,G19,2,3.67
2016,牧前,无牧（0天）,G19,2,4.18
2016,牧前,无牧（0天）,G19,2,3.3
2016,牧前,无牧（0天）,G19,2,0.94
2016,牧前,无牧（0天）,G19,3,6.24
2016,牧前,无牧（0天）,G19,3,16.31
2016,牧前,无牧（0天）,G19,3,5.68
2016,牧前,无牧（0天）,G19,3,4.15
2016,牧前,无牧（0天）,G19,3,10.23
2016,牧前,无牧（0天）,G19,4,9.87
2016,牧前,无牧（0天）,G19,4,39.53
2016,牧前,无牧（0天）,G19,4,1.58
2016,牧前,无牧（0天）,G19,4,5.78
2016,牧前,无牧（0天）,G19,4,4.1
2016,牧前,无牧（0天）,G19,4,0.1
2016,牧前,无牧（0天）,G19,4,5.29
2016,牧前,无牧（0天）,G19,4,0.01
2016,牧前,无牧（0天）,G19,5,17.7
2016,牧前,无牧（0天）,G19,5,14.66
2016,牧前,无牧（0天）,G19,5,2.27
2016,牧前,无牧（0天）,G19,5,24.6
2016,牧前,无牧（0天）,G19,5,0.55
2016,牧前,无牧（0天）,G21,1,24.69
2016,牧前,无牧（0天）,G21,1,25.59
2016,牧前,无牧（0天）,G21,1,5.27
2016,牧前,无牧（0天）,G21,1,4.61
2016,牧前,无牧（0天）,G21,2,45.94
2016,牧前,无牧（0天）,G21,2,10.93
2016,牧前,无牧（0天）,G21,2,4.68
2016,牧前,无牧（0天）,G21,2,2.66
2016,牧前,无牧（0天）,G21,2,0.07
2016,牧前,无牧（0天）,G21,3,56.02
2016,牧前,无牧（0天）,G21,3,5.31
2016,牧前,无牧（0天）,G21,3,1.91
2016,牧前,无牧（0天）,G21,3,0.51
2016,牧前,无牧（0天）,G21,4,20.39
2016,牧前,无牧（0天）,G21,4,23
2016,牧前,无牧（0天）,G21,4,11.57
2016,牧前,无牧（0天）,G21,4,2.15
2016,牧前,无牧（0天）,G21,4,0.39
2016,牧前,无牧（0天）,G21,4,1.19
2016,牧前,无牧（0天）,G21,5,18.47
2016,牧前,无牧（0天）,G21,5,30.19
2016,牧前,无牧（0天）,G21,5,14.79
2016,牧前,无牧（0天）,G21,5,1.34
2016,牧前,无牧（0天）,G21,5,0.01
2016,牧前,无牧（0天）,G21,5,1.46
2016,第一轮牧后,轻牧（3天）,G6,1,194.49
2016,第一轮牧后,轻牧（3天）,G6,1,6.85
2016,第一轮牧后,轻牧（3天）,G6,1,0.24
2016,第一轮牧后,轻牧（3天）,G6,1,3.74
2016,第一轮牧后,轻牧（3天）,G6,1,0.36
2016,第一轮牧后,轻牧（3天）,G6,1,0.45
2016,第一轮牧后,轻牧（3天）,G6,2,93.2
2016,第一轮牧后,轻牧（3天）,G6,2,5.53
2016,第一轮牧后,轻牧（3天）,G6,2,0.68
2016,第一轮牧后,轻牧（3天）,G6,2,11.79
2016,第一轮牧后,轻牧（3天）,G6,2,0.09
2016,第一轮牧后,轻牧（3天）,G6,2,16.99
2016,第一轮牧后,轻牧（3天）,G6,2,0.25
2016,第一轮牧后,轻牧（3天）,G6,3,125.08
2016,第一轮牧后,轻牧（3天）,G6,3,10.75
2016,第一轮牧后,轻牧（3天）,G6,3,0.43
2016,第一轮牧后,轻牧（3天）,G6,3,1.58
2016,第一轮牧后,轻牧（3天）,G6,3,0.28
2016,第一轮牧后,轻牧（3天）,G6,4,62
2016,第一轮牧后,轻牧（3天）,G6,4,
2016,第一轮牧后,轻牧（3天）,G6,4,1.59
2016,第一轮牧后,轻牧（3天）,G6,4,7.72
2016,第一轮牧后,轻牧（3天）,G6,4,0.11
2016,第一轮牧后,轻牧（3天）,G6,4,30.69
2016,第一轮牧后,轻牧（3天）,G6,4,
2016,第一轮牧后,轻牧（3天）,G6,5,89.1
2016,第一轮牧后,轻牧（3天）,G6,5,42.95
2016,第一轮牧后,轻牧（3天）,G6,5,5.99
2016,第一轮牧后,轻牧（3天）,G6,5,0.23
2016,第一轮牧后,轻牧（3天）,G6,5,0.25
2016,第一轮牧后,轻牧（3天）,G6,5,
2016,第一轮牧后,轻牧（3天）,G12,1,60.11
2016,第一轮牧后,轻牧（3天）,G12,1,149.6
2016,第一轮牧后,轻牧（3天）,G12,1,0.64
2016,第一轮牧后,轻牧（3天）,G12,1,2.58
2016,第一轮牧后,轻牧（3天）,G12,1,0.28
2016,第一轮牧后,轻牧（3天）,G12,1,0.51
2016,第一轮牧后,轻牧（3天）,G12,1,0.07
2016,第一轮牧后,轻牧（3天）,G12,2,10.17
2016,第一轮牧后,轻牧（3天）,G12,2,113.88
2016,第一轮牧后,轻牧（3天）,G12,2,2
2016,第一轮牧后,轻牧（3天）,G12,2,13.32
2016,第一轮牧后,轻牧（3天）,G12,2,4.57
2016,第一轮牧后,轻牧（3天）,G12,2,0.85
2016,第一轮牧后,轻牧（3天）,G12,2,0.52
2016,第一轮牧后,轻牧（3天）,G12,3,34.99
2016,第一轮牧后,轻牧（3天）,G12,3,109.91
2016,第一轮牧后,轻牧（3天）,G12,3,2.42
2016,第一轮牧后,轻牧（3天）,G12,3,2.9
2016,第一轮牧后,轻牧（3天）,G12,3,
2016,第一轮牧后,轻牧（3天）,G12,3,
2016,第一轮牧后,轻牧（3天）,G12,4,76.32
2016,第一轮牧后,轻牧（3天）,G12,4,
2016,第一轮牧后,轻牧（3天）,G12,4,0.84
2016,第一轮牧后,轻牧（3天）,G12,4,5.52
2016,第一轮牧后,轻牧（3天）,G12,4,0.4
2016,第一轮牧后,轻牧（3天）,G12,5,47.3
2016,第一轮牧后,轻牧（3天）,G12,5,88.85
2016,第一轮牧后,轻牧（3天）,G12,5,1.55
2016,第一轮牧后,轻牧（3天）,G12,5,
2016,第一轮牧后,轻牧（3天）,G12,5,0.19
2016,第一轮牧后,轻牧（3天）,G18,1,22.37
2016,第一轮牧后,轻牧（3天）,G18,1,77.02
2016,第一轮牧后,轻牧（3天）,G18,1,4.23
2016,第一轮牧后,轻牧（3天）,G18,1,1.39
2016,第一轮牧后,轻牧（3天）,G18,1,0.15
2016,第一轮牧后,轻牧（3天）,G18,1,0.07
2016,第一轮牧后,轻牧（3天）,G18,2,29.99
2016,第一轮牧后,轻牧（3天）,G18,2,59.12
2016,第一轮牧后,轻牧（3天）,G18,2,5.14
2016,第一轮牧后,轻牧（3天）,G18,2,12.33
2016,第一轮牧后,轻牧（3天）,G18,2,0.17
2016,第一轮牧后,轻牧（3天）,G18,2,
2016,第一轮牧后,轻牧（3天）,G18,2,0.55
2016,第一轮牧后,轻牧（3天）,G18,2,0.52
2016,第一轮牧后,轻牧（3天）,G18,3,68.31
2016,第一轮牧后,轻牧（3天）,G18,3,54.74
2016,第一轮牧后,轻牧（3天）,G18,3,3
2016,第一轮牧后,轻牧（3天）,G18,3,7.92
2016,第一轮牧后,轻牧（3天）,G18,3,0.77
2016,第一轮牧后,轻牧（3天）,G18,4,68.05
2016,第一轮牧后,轻牧（3天）,G18,4,46.66
2016,第一轮牧后,轻牧（3天）,G18,4,2.74
2016,第一轮牧后,轻牧（3天）,G18,4,7.95
2016,第一轮牧后,轻牧（3天）,G18,4,1.03
2016,第一轮牧后,轻牧（3天）,G18,4,0.41
2016,第一轮牧后,轻牧（3天）,G18,4,0.16
2016,第一轮牧后,轻牧（3天）,G18,5,100.28
2016,第一轮牧后,轻牧（3天）,G18,5,36.7
2016,第一轮牧后,轻牧（3天）,G18,5,0.52
2016,第一轮牧后,轻牧（3天）,G18,5,6.25
2016,第一轮牧后,轻牧（3天）,G18,5,
2016,第一轮牧后,轻牧（3天）,G18,5,
2016,第一轮牧后,中牧（6天）,G8,1,16.51
2016,第一轮牧后,中牧（6天）,G8,1,30.44
2016,第一轮牧后,中牧（6天）,G8,1,1.22
2016,第一轮牧后,中牧（6天）,G8,1,5.83
2016,第一轮牧后,中牧（6天）,G8,1,0.23
2016,第一轮牧后,中牧（6天）,G8,1,13.97
2016,第一轮牧后,中牧（6天）,G8,1,0.28
2016,第一轮牧后,中牧（6天）,G8,2,28.57
2016,第一轮牧后,中牧（6天）,G8,2,10.41
2016,第一轮牧后,中牧（6天）,G8,2,2.57
2016,第一轮牧后,中牧（6天）,G8,2,8.4
2016,第一轮牧后,中牧（6天）,G8,2,18.37
